CustomerKey;GeographyKey;Name;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;ChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;DateFirstPurchase;CommuteDistance
24836;208;Taylor Robinson;94;Single;Female;10000,00;4;0;Partial College;Manual;0;2;2023-10-24;0-1 Miles
24837;147;Wyatt Lewis;50;Single;Male;130000,00;2;4;Partial College;Professional;0;2;2023-08-17;0-1 Miles
24838;162;Elijah Young;56;Single;Male;130000,00;3;4;Partial College;Professional;0;3;2023-09-19;5-10 Miles
24839;123;Tamara Goldberg;63;Single;Female;120000,00;3;4;High School;Professional;0;4;2023-01-29;5-10 Miles
24840;236;Marco Sai;51;Married;Male;120000,00;3;4;Partial High School;Professional;0;4;2023-12-11;5-10 Miles
24841;215;Andres Jai;58;Married;Male;90000,00;2;1;High School;Professional;1;2;2023-12-17;2-5 Miles
24842;225;Monique Alonso;58;Single;Female;90000,00;3;2;High School;Professional;0;1;2023-06-16;2-5 Miles
24843;175;Bryant Subram;64;Married;Male;130000,00;3;4;Partial College;Professional;0;3;2023-09-21;5-10 Miles
24844;186;Maria Ward;69;Single;Female;70000,00;5;1;High School;Professional;1;2;2023-12-11;10+ Miles
24845;184;Tyrone Jimenez;69;Married;Male;70000,00;5;1;High School;Professional;1;2;2023-10-03;2-5 Miles
24846;142;Naomi Navarro;74;Single;Female;80000,00;5;0;Bachelors;Management;0;2;2023-06-07;2-5 Miles
24847;241;Tonya Nath;74;Married;Female;130000,00;3;4;Bachelors;Management;1;3;2023-06-17;0-1 Miles
24848;163;Jeffery Zhou;74;Married;Male;70000,00;5;1;High School;Professional;1;3;2024-01-13;10+ Miles
24849;224;Brianna Ward;72;Married;Female;100000,00;2;3;Bachelors;Management;0;4;2023-11-04;2-5 Miles
24850;177;Emmanuel Perez;73;Married;Male;120000,00;4;5;Bachelors;Management;1;1;2023-09-07;10+ Miles
24851;229;Leslie Ortega;73;Married;Female;130000,00;4;4;Partial College;Professional;1;4;2023-07-10;0-1 Miles
24852;273;Carla Martinez;73;Married;Female;170000,00;4;4;Bachelors;Management;1;3;2023-06-24;0-1 Miles
24853;279;Miguel Long;65;Single;Male;80000,00;4;2;Partial College;Professional;1;1;2023-08-17;10+ Miles
24854;120;Emma Jenkins;65;Single;Female;110000,00;3;4;Partial College;Professional;1;4;2023-07-06;10+ Miles
24855;133;Kaylee Wright;54;Single;Female;130000,00;3;4;Partial College;Professional;0;4;2023-02-17;0-1 Miles
24856;176;Candice Huang;65;Married;Female;130000,00;3;4;Partial College;Professional;0;4;2023-10-09;5-10 Miles
24857;236;Anna Henderson;59;Married;Female;130000,00;3;4;High School;Professional;1;4;2023-06-29;0-1 Miles
24858;243;Calvin Xie;65;Married;Male;130000,00;3;4;High School;Professional;1;4;2023-04-12;0-1 Miles
24859;245;Cesar Arun;64;Single;Male;130000,00;3;5;High School;Professional;0;0;2024-01-25;5-10 Miles
24860;278;Douglas Garcia;64;Single;Male;170000,00;0;5;Partial High School;Professional;0;2;2023-06-16;0-1 Miles
24861;220;Evelyn Vance;66;Married;Female;90000,00;4;2;Partial College;Professional;1;2;2023-10-28;2-5 Miles
24862;205;Tamara Zhou;66;Married;Female;100000,00;3;4;Bachelors;Management;0;3;2023-06-09;2-5 Miles
24863;179;Wesley Sun;66;Single;Male;100000,00;3;4;Bachelors;Management;0;4;2023-03-09;2-5 Miles
24864;163;Jeffery Sun;67;Married;Male;90000,00;4;1;Partial College;Professional;1;2;2023-07-19;10+ Miles
24865;261;Ashley Griffin;55;Single;Female;160000,00;4;5;Bachelors;Management;0;2;2023-07-25;10+ Miles
24866;193;Alejandro Nath;62;Married;Male;80000,00;4;1;High School;Professional;1;3;2023-03-09;10+ Miles
24867;134;Beth Suarez;68;Single;Female;90000,00;4;1;High School;Professional;1;3;2023-08-05;10+ Miles
24868;244;Darryl Hu;67;Married;Male;130000,00;4;5;High School;Professional;1;3;2023-07-17;0-1 Miles
24869;257;Misty Shock;68;Married;Male;130000,00;4;5;High School;Professional;0;3;2023-09-23;10+ Miles
24870;262;Taylor Morgan;68;Married;Female;150000,00;4;5;Bachelors;Management;1;3;2023-07-12;0-1 Miles
24871;226;Kelsey Luo;63;Single;Female;90000,00;4;1;High School;Management;0;3;2023-07-14;5-10 Miles
24872;204;Alisha Raje;63;Single;Female;90000,00;4;1;High School;Management;1;3;2023-03-15;10+ Miles
24873;173;Alisha Li;69;Single;Female;110000,00;4;5;Partial College;Management;0;2;2023-11-27;10+ Miles
24874;219;Wendy Moreno;70;Married;Female;90000,00;4;1;High School;Management;0;3;2023-10-16;5-10 Miles
24875;141;Darryl Zhang;70;Single;Male;90000,00;4;1;High School;Management;1;3;2023-06-27;10+ Miles
24876;178;Jarrod Subram;69;Single;Male;130000,00;4;5;High School;Management;0;4;2023-04-20;10+ Miles
24877;222;Mandy Zhao;71;Married;Female;80000,00;5;1;High School;Management;1;4;2024-01-02;10+ Miles
24878;210;Sandra Wang;71;Married;Female;90000,00;4;1;High School;Management;1;3;2023-05-19;10+ Miles
24879;170;Desiree Munoz;71;Married;Female;90000,00;4;1;Partial High School;Skilled Manual;1;4;2023-10-07;10+ Miles
24880;233;Summer Chandra;71;Married;Female;110000,00;4;5;High School;Management;1;3;2023-12-18;10+ Miles
24881;268;Tasha Ashe;71;Married;Female;150000,00;4;5;High School;Management;1;4;2023-06-12;0-1 Miles
24882;189;Meredith Srini;71;Married;Female;90000,00;5;0;Partial High School;Skilled Manual;0;2;2023-03-11;5-10 Miles
24883;166;Stacey Lin;66;Single;Female;100000,00;4;5;Partial High School;Professional;0;1;2023-01-04;5-10 Miles
24884;12;Michele Fernandez;43;Married;Female;60000,00;0;0;Bachelors;Professional;1;3;2023-09-30;10+ Miles
24885;36;Corey Xie;43;Single;Male;60000,00;0;0;Bachelors;Professional;1;3;2024-01-11;10+ Miles
24886;19;Joy Romero;44;Single;Female;60000,00;0;0;Bachelors;Professional;1;4;2023-06-29;10+ Miles
24887;30;Micah Sun;38;Single;Male;70000,00;0;0;Bachelors;Professional;0;2;2022-03-01;5-10 Miles
24888;35;Roy Srini;44;Single;Male;70000,00;0;0;Bachelors;Professional;0;2;2022-03-11;5-10 Miles
24889;4;Kelli She;43;Married;Female;70000,00;0;0;Bachelors;Professional;1;2;2022-03-29;10+ Miles
24890;36;Brenda Van;43;Single;Female;70000,00;0;0;Bachelors;Professional;1;2;2023-02-07;10+ Miles
24891;20;Bianca Chen;42;Single;Female;70000,00;0;0;Bachelors;Professional;1;2;2023-12-08;10+ Miles
24892;20;Arthur Alvarez;44;Single;Male;70000,00;0;0;Bachelors;Professional;0;3;2023-12-19;10+ Miles
24893;36;Alvin Chande;45;Single;Male;60000,00;0;0;Bachelors;Professional;0;4;2023-05-20;2-5 Miles
24894;18;Jaime Jai;39;Single;Male;70000,00;0;0;Bachelors;Professional;0;3;2023-02-17;10+ Miles
24895;2;Dalton Henderson;44;Married;Male;70000,00;0;0;Bachelors;Professional;0;4;2023-03-03;10+ Miles
24896;27;Kendra Ramos;44;Single;Female;80000,00;0;0;Bachelors;Professional;1;3;2023-11-18;10+ Miles
24897;17;Glenn Hu;39;Married;Male;80000,00;0;0;Bachelors;Professional;1;3;2023-07-15;10+ Miles
24898;29;Mallory Gomez;39;Single;Female;80000,00;0;0;Bachelors;Professional;1;3;2023-04-24;10+ Miles
24899;11;Vincent Zhu;46;Single;Male;80000,00;0;0;Bachelors;Professional;0;3;2023-02-20;10+ Miles
24900;11;Ebony Perez;45;Single;Female;90000,00;0;0;Bachelors;Professional;1;3;2022-04-24;10+ Miles
24901;10;Clarence She;39;Single;Male;110000,00;0;5;Partial College;Management;0;3;2022-04-19;10+ Miles
24902;40;Jill Murphy;40;Single;Female;90000,00;0;0;Bachelors;Professional;1;3;2022-04-04;10+ Miles
24903;24;Tracy Black;46;Single;Female;90000,00;0;0;Bachelors;Professional;0;3;2022-04-23;10+ Miles
24904;31;Jaclyn Yuan;40;Married;Female;90000,00;0;0;Bachelors;Professional;1;3;2022-04-13;10+ Miles
24905;10;Kelsey Nara;45;Married;Female;90000,00;0;0;Bachelors;Professional;1;3;2022-05-02;10+ Miles
24906;15;Donna Raji;47;Single;Female;80000,00;0;0;Bachelors;Professional;0;3;2023-04-04;10+ Miles
24907;31;Megan Price;45;Married;Female;100000,00;0;5;High School;Management;1;2;2022-05-28;10+ Miles
24908;21;Marc Blanco;41;Single;Male;90000,00;0;0;Bachelors;Professional;1;3;2022-05-15;10+ Miles
24909;16;Grant Yuan;46;Married;Male;100000,00;0;5;High School;Management;0;3;2022-05-26;10+ Miles
24910;15;Terrance Madan;46;Married;Male;100000,00;0;5;High School;Management;1;3;2022-05-07;10+ Miles
24911;21;Martin Madan;42;Single;Male;80000,00;0;0;Bachelors;Professional;0;4;2023-07-31;10+ Miles
24912;34;Krystal Li;46;Single;Female;110000,00;0;5;High School;Management;0;3;2022-06-06;10+ Miles
24913;17;Kelsey Lal;47;Married;Female;90000,00;0;0;Bachelors;Professional;0;4;2022-06-07;10+ Miles
24914;37;Heather Zhou;42;Married;Female;90000,00;0;0;Bachelors;Professional;0;4;2022-06-25;10+ Miles
24915;25;Stanley Patel;42;Single;Male;100000,00;0;5;High School;Management;1;3;2022-06-29;10+ Miles
24916;24;Kara Pal;48;Single;Female;90000,00;0;0;Bachelors;Professional;0;4;2022-06-19;10+ Miles
24917;28;Arthur Gomez;48;Single;Male;90000,00;0;0;Bachelors;Professional;0;4;2022-06-06;10+ Miles
24918;38;Warren Cai;43;Single;Male;90000,00;0;0;Bachelors;Professional;0;4;2022-06-11;10+ Miles
24919;23;Carl Shan;48;Married;Male;100000,00;0;5;Partial High School;Professional;1;4;2022-06-15;10+ Miles
24920;35;Amy Cai;43;Married;Female;110000,00;0;5;High School;Management;1;4;2022-06-08;10+ Miles
24921;11;Curtis He;49;Single;Male;120000,00;0;5;Partial High School;Professional;0;4;2022-07-10;10+ Miles
24922;31;Naomi Jimenez;49;Married;Female;120000,00;0;5;Partial High School;Professional;1;4;2022-07-09;10+ Miles
24923;12;Ebony Sara;43;Married;Female;120000,00;0;5;Partial High School;Professional;0;4;2022-06-30;10+ Miles
24924;31;Richard Anderson;47;Married;Male;110000,00;0;5;High School;Management;0;4;2022-07-08;10+ Miles
24925;307;Erick Perez;70;Single;Male;30000,00;4;0;High School;Professional;0;2;2023-12-15;1-2 Miles
24926;315;Eric Roberts;65;Single;Male;30000,00;4;0;High School;Professional;0;2;2023-12-24;1-2 Miles
24927;626;Kaitlyn Harris;70;Single;Female;30000,00;4;0;High School;Professional;0;2;2023-04-04;1-2 Miles
24928;339;Timothy Wright;71;Single;Male;30000,00;4;0;High School;Professional;0;2;2023-04-13;1-2 Miles
24929;633;Lucas Bailey;70;Single;Male;30000,00;4;0;High School;Professional;1;2;2023-06-16;5-10 Miles
24930;338;Abigail Lewis;71;Married;Female;30000,00;4;0;High School;Professional;1;2;2023-02-12;5-10 Miles
24931;642;Brianna Miller;81;Single;Female;40000,00;4;0;High School;Professional;1;2;2023-07-07;5-10 Miles
24932;348;Richard Jones;82;Married;Male;40000,00;4;0;High School;Professional;1;2;2023-05-29;5-10 Miles
24933;301;Regina Sanchez;76;Single;Female;50000,00;3;0;Graduate Degree;Management;0;2;2023-03-31;1-2 Miles
24934;312;Lindsay Tang;82;Single;Female;50000,00;3;0;Graduate Degree;Management;0;2;2023-12-03;1-2 Miles
24935;311;James Hayes;81;Single;Male;60000,00;3;0;Graduate Degree;Management;1;2;2023-09-06;10+ Miles
24936;546;Caleb Scott;75;Married;Male;60000,00;3;0;Graduate Degree;Management;1;2;2023-11-10;10+ Miles
24937;612;Jordan Evans;79;Single;Female;60000,00;3;0;Graduate Degree;Management;1;2;2023-12-03;10+ Miles
24938;638;Julia Martinez;80;Married;Female;60000,00;3;0;Graduate Degree;Management;1;2;2023-06-28;10+ Miles
24939;62;Elizabeth Barnes;80;Single;Female;60000,00;3;0;Graduate Degree;Management;1;2;2023-08-18;10+ Miles
24940;311;Fernando Martin;79;Married;Male;60000,00;3;0;Bachelors;Management;1;2;2023-01-28;10+ Miles
24941;547;Wyatt Garcia;79;Married;Male;60000,00;3;0;Bachelors;Management;1;2;2023-03-22;10+ Miles
24942;299;Steven James;78;Married;Male;60000,00;3;0;Bachelors;Management;0;2;2023-10-29;1-2 Miles
24943;612;Darrell Chander;78;Married;Male;60000,00;3;0;Bachelors;Management;1;2;2023-11-26;10+ Miles
24944;299;Whitney Garcia;78;Married;Female;60000,00;3;0;Bachelors;Management;1;2;2023-03-30;10+ Miles
24945;634;Logan Harris;73;Married;Male;60000,00;3;0;Bachelors;Management;1;2;2023-05-12;10+ Miles
24946;311;Sarah Hughes;78;Single;Female;60000,00;3;0;Graduate Degree;Management;1;2;2023-04-21;10+ Miles
24947;53;Aaron Phillips;78;Single;Male;40000,00;4;0;High School;Professional;0;2;2023-06-02;1-2 Miles
24948;315;Nathan Carter;78;Married;Male;50000,00;3;0;Bachelors;Management;1;2;2023-09-23;10+ Miles
24949;623;Devin Howard;77;Single;Male;50000,00;3;0;Bachelors;Management;1;2;2023-10-29;10+ Miles
24950;374;Stephanie Alexander;77;Single;Female;50000,00;4;0;Bachelors;Management;1;2;2023-09-14;10+ Miles
24951;359;Jeremy Ward;75;Married;Male;60000,00;4;0;Bachelors;Management;1;2;2023-07-30;10+ Miles
24952;543;Amanda Long;75;Single;Female;60000,00;4;0;Bachelors;Management;0;2;2023-02-13;1-2 Miles
24953;637;Aaron Green;74;Married;Male;30000,00;5;0;Partial High School;Clerical;0;2;2023-06-13;1-2 Miles
24954;343;Jonathan Long;72;Married;Male;40000,00;4;0;High School;Professional;1;2;2023-10-07;10+ Miles
24955;307;Donald Perez;73;Single;Male;30000,00;5;0;Partial High School;Skilled Manual;1;3;2023-07-07;10+ Miles
24956;298;Ariana Ward;73;Married;Female;30000,00;5;0;Partial High School;Skilled Manual;1;4;2023-07-07;10+ Miles
24957;334;Anna Howard;74;Married;Female;30000,00;5;0;Partial High School;Skilled Manual;1;4;2023-07-04;10+ Miles
24958;310;Tamara Xu;73;Single;Female;40000,00;5;0;High School;Professional;0;3;2023-11-17;2-5 Miles
24959;299;Kristy Blanco;72;Single;Female;70000,00;5;0;Bachelors;Management;1;3;2023-04-16;10+ Miles
24960;49;Brianna Gray;73;Single;Female;70000,00;5;0;Bachelors;Management;0;3;2022-01-18;2-5 Miles
24961;644;Alexandra Bennett;72;Married;Female;40000,00;2;1;High School;Professional;1;1;2023-07-04;2-5 Miles
24962;626;Jonathan Jai;71;Married;Male;40000,00;2;1;High School;Professional;1;1;2023-07-22;2-5 Miles
24963;300;Erica Zhao;72;Married;Female;40000,00;2;1;High School;Professional;1;2;2023-04-21;10+ Miles
24964;614;Samantha Anderson;71;Married;Female;40000,00;2;1;High School;Professional;0;2;2024-01-17;2-5 Miles
24965;641;Justin Hayes;71;Married;Male;40000,00;2;1;High School;Professional;0;2;2023-06-22;2-5 Miles
24966;631;Jade Cooper;72;Single;Female;70000,00;2;1;Bachelors;Management;0;1;2023-04-20;2-5 Miles
24967;51;Jasmine Reed;71;Single;Female;40000,00;2;1;High School;Professional;1;2;2023-12-30;10+ Miles
24968;547;Dalton Moore;71;Married;Male;60000,00;2;1;Partial College;Professional;1;1;2023-06-27;10+ Miles
24969;633;Vanessa Gonzales;65;Married;Female;60000,00;2;1;Partial College;Professional;1;1;2023-02-24;10+ Miles
24970;548;Blake Wright;71;Married;Male;60000,00;2;1;Partial College;Professional;1;1;2023-06-15;10+ Miles
24971;302;Brittney Lin;65;Married;Female;60000,00;2;1;Partial College;Professional;1;2;2023-10-31;10+ Miles
24972;322;Edward Garcia;65;Single;Male;60000,00;2;1;Bachelors;Management;0;0;2023-11-03;2-5 Miles
24973;337;Arianna Rivera;71;Married;Female;60000,00;2;1;Bachelors;Management;1;0;2023-06-04;10+ Miles
24974;337;Eduardo Carter;71;Married;Male;60000,00;2;1;Bachelors;Management;1;0;2023-09-08;10+ Miles
24975;65;Julia James;64;Single;Female;60000,00;2;1;Partial College;Professional;1;2;2023-10-18;10+ Miles
24976;64;Stephanie Cooper;69;Married;Female;60000,00;2;1;Partial College;Professional;1;2;2022-01-02;2-5 Miles
24977;69;Sophia Green;69;Married;Female;60000,00;2;1;Partial College;Professional;1;2;2022-01-11;2-5 Miles
24978;611;Kaylee Stewart;64;Married;Female;60000,00;2;1;Partial College;Professional;1;2;2023-07-14;10+ Miles
24979;614;Jada Adams;70;Married;Female;60000,00;2;1;Partial College;Professional;1;2;2023-11-11;2-5 Miles
24980;336;Savannah Phillips;70;Married;Female;60000,00;2;1;Partial College;Professional;1;1;2023-06-04;10+ Miles
24981;633;Jose Davis;69;Married;Male;60000,00;2;1;Partial College;Professional;1;2;2023-09-13;10+ Miles
24982;301;Devin King;63;Married;Male;60000,00;2;1;Partial College;Professional;1;1;2023-04-28;10+ Miles
24983;343;Morgan Griffin;68;Single;Female;70000,00;4;2;Partial College;Professional;1;1;2023-10-30;10+ Miles
24984;347;William Moore;69;Married;Male;70000,00;4;2;Partial College;Professional;1;1;2023-08-02;1-2 Miles
24985;374;Jenna Phillips;69;Married;Female;80000,00;3;1;Bachelors;Management;1;1;2023-09-06;5-10 Miles
24986;59;Isabelle Griffin;67;Married;Female;60000,00;2;1;High School;Professional;1;2;2023-11-02;10+ Miles
24987;301;Kristopher Chandra;68;Married;Male;60000,00;2;1;Partial College;Professional;1;2;2023-11-12;2-5 Miles
24988;368;Kayla Diaz;68;Married;Female;70000,00;4;2;Partial College;Professional;1;2;2023-04-04;10+ Miles
24989;546;Arianna Peterson;66;Married;Female;70000,00;2;1;High School;Professional;1;2;2023-02-03;10+ Miles
24990;368;Timothy Collins;66;Married;Male;70000,00;2;1;High School;Professional;1;2;2023-04-25;2-5 Miles
24991;618;Luke Bryant;67;Single;Male;70000,00;2;1;Partial High School;Skilled Manual;1;2;2023-04-13;10+ Miles
24992;307;Faith Bryant;61;Married;Female;70000,00;2;1;Partial High School;Skilled Manual;1;2;2023-06-05;10+ Miles
24993;310;Marvin Ortega;61;Married;Male;70000,00;2;1;Partial High School;Skilled Manual;1;2;2023-12-09;10+ Miles
24994;358;Lauren Sanders;55;Married;Female;60000,00;3;1;High School;Professional;1;2;2023-01-28;10+ Miles
24995;69;Melissa Peterson;65;Single;Female;60000,00;3;1;High School;Professional;1;2;2023-03-21;10+ Miles
24996;300;Dylan Miller;66;Married;Male;60000,00;3;1;Partial High School;Skilled Manual;1;3;2023-10-31;10+ Miles
24997;302;Melvin Kumar;65;Single;Male;60000,00;3;1;Partial High School;Skilled Manual;1;3;2023-12-19;10+ Miles
24998;302;Olivia Martinez;51;Single;Female;130000,00;1;0;Graduate Degree;Management;1;3;2023-04-02;0-1 Miles
24999;307;Shaun Jai;51;Single;Male;150000,00;1;0;Graduate Degree;Management;0;0;2023-09-18;0-1 Miles
25000;637;Allison Turner;39;Single;Female;40000,00;0;0;High School;Skilled Manual;0;2;2023-12-13;1-2 Miles
25001;18;Clayton Xu;69;Married;Male;20000,00;4;0;High School;Skilled Manual;1;2;2023-07-07;5-10 Miles
25002;50;Logan Edwards;40;Married;Male;40000,00;0;0;High School;Skilled Manual;1;2;2023-07-02;5-10 Miles
25003;609;Tristan Russell;40;Single;Male;30000,00;0;0;Partial College;Skilled Manual;0;1;2023-06-16;1-2 Miles
25004;611;Samuel Thomas;41;Single;Male;30000,00;0;0;Partial College;Skilled Manual;0;1;2024-01-21;1-2 Miles
25005;543;Brianna Williams;40;Single;Female;30000,00;0;0;Partial College;Skilled Manual;0;1;2023-03-30;1-2 Miles
25006;648;Bailey Murphy;41;Single;Female;30000,00;0;0;Partial College;Skilled Manual;1;1;2023-06-29;5-10 Miles
25007;299;Alyssa Sanders;40;Single;Female;30000,00;0;0;Partial College;Skilled Manual;0;1;2023-04-25;1-2 Miles
25008;314;Haley Perry;41;Single;Female;60000,00;0;0;Partial College;Skilled Manual;0;2;2023-12-19;1-2 Miles
25009;21;Natasha Alonso;74;Married;Female;10000,00;2;1;Partial High School;Clerical;0;2;2023-10-08;1-2 Miles
25010;23;Misty Kumar;73;Single;Female;30000,00;2;0;Partial College;Clerical;0;2;2022-07-17;1-2 Miles
25011;13;Taylor White;71;Married;Female;30000,00;2;0;Partial College;Clerical;0;2;2022-07-20;1-2 Miles
25012;2;Craig Martin;70;Married;Male;10000,00;2;1;Partial High School;Clerical;1;2;2023-04-13;5-10 Miles
25013;25;Mitchell Stone;70;Single;Male;10000,00;2;1;Partial High School;Clerical;1;2;2023-11-10;5-10 Miles
25014;336;Juan Reed;40;Single;Male;60000,00;0;0;Partial College;Skilled Manual;0;2;2023-12-10;1-2 Miles
25015;352;Jacqueline Rogers;40;Married;Female;70000,00;0;0;Partial College;Skilled Manual;0;2;2023-04-07;0-1 Miles
25016;59;Elijah Washington;42;Single;Male;40000,00;0;0;Bachelors;Professional;0;2;2023-07-25;5-10 Miles
25017;6;Cristina Xu;71;Married;Female;10000,00;2;1;Partial High School;Clerical;1;2;2023-08-26;1-2 Miles
25018;352;Lucas Robinson;42;Single;Male;70000,00;0;0;Partial College;Skilled Manual;1;2;2023-05-30;5-10 Miles
25019;24;Misty Shen;68;Married;Female;10000,00;2;1;Partial High School;Clerical;1;3;2023-11-22;5-10 Miles
25020;17;Walter Romero;69;Single;Male;20000,00;2;1;Partial High School;Clerical;1;2;2022-07-29;5-10 Miles
25021;2;Edwin Sharma;69;Married;Male;20000,00;2;1;Partial High School;Clerical;1;2;2022-08-05;5-10 Miles
25022;18;Patricia Perez;62;Married;Female;20000,00;2;1;Partial High School;Clerical;1;2;2022-08-14;1-2 Miles
25023;301;Carolyn Sanz;39;Single;Female;40000,00;0;0;Bachelors;Professional;1;2;2023-04-17;5-10 Miles
25024;307;Brad Pritchett;39;Single;Male;40000,00;0;0;Bachelors;Professional;0;2;2023-08-11;5-10 Miles
25025;372;Spencer Bryant;39;Single;Male;70000,00;0;0;Partial College;Skilled Manual;0;2;2023-04-04;0-1 Miles
25026;24;Mitchell Andersen;67;Married;Male;20000,00;2;1;Partial High School;Clerical;1;3;2023-02-27;5-10 Miles
25027;9;Meredith Mehta;66;Married;Female;40000,00;2;0;Partial College;Skilled Manual;0;2;2024-01-07;1-2 Miles
25028;10;Brenda Gonzalez;60;Married;Female;40000,00;2;0;Partial College;Skilled Manual;1;2;2024-01-06;5-10 Miles
25029;13;Alberto Hernandez;66;Single;Male;40000,00;2;0;Partial College;Skilled Manual;1;2;2022-08-06;5-10 Miles
25030;28;Jessie Romero;66;Single;Female;40000,00;2;0;Partial College;Skilled Manual;1;2;2022-08-20;5-10 Miles
25031;16;Kristina Malhotra;64;Single;Female;40000,00;3;0;Partial High School;Clerical;0;2;2023-05-02;1-2 Miles
25032;18;Meredith Rana;59;Single;Female;40000,00;3;0;Partial High School;Clerical;0;2;2022-08-20;5-10 Miles
25033;7;Omar Zhu;64;Single;Male;40000,00;3;0;Partial High School;Clerical;0;2;2022-08-01;5-10 Miles
25034;28;Anne Martin;58;Single;Female;80000,00;2;0;Partial College;Skilled Manual;1;2;2022-08-03;5-10 Miles
25035;10;Mandy Lin;64;Single;Female;80000,00;2;0;Partial College;Skilled Manual;0;2;2022-08-05;1-2 Miles
25036;4;Jenny Ye;64;Single;Female;80000,00;2;0;Partial College;Skilled Manual;0;2;2022-08-28;1-2 Miles
25037;30;Terrence Rai;63;Married;Male;80000,00;2;0;Partial College;Skilled Manual;0;2;2022-09-13;1-2 Miles
25038;612;Isabella Hall;44;Single;Female;40000,00;0;0;Partial College;Skilled Manual;0;2;2023-12-27;1-2 Miles
25039;542;Alexis Clark;44;Single;Female;40000,00;0;0;High School;Skilled Manual;1;2;2023-11-19;5-10 Miles
25040;548;Julian Perry;44;Single;Male;40000,00;0;0;High School;Skilled Manual;0;2;2023-12-02;1-2 Miles
25041;648;Hunter Phillips;43;Single;Male;40000,00;0;0;High School;Skilled Manual;1;2;2023-11-22;5-10 Miles
25042;298;Arif Rizaldy;43;Single;Female;40000,00;0;0;High School;Skilled Manual;0;2;2023-12-21;1-2 Miles
25043;302;Damien Rai;44;Single;Male;40000,00;0;0;High School;Skilled Manual;1;2;2023-08-23;5-10 Miles
25044;385;Emma Bailey;43;Single;Female;60000,00;0;0;Partial College;Skilled Manual;0;2;2023-05-20;5-10 Miles
25045;609;Paige Russell;45;Married;Female;50000,00;0;0;High School;Skilled Manual;1;2;2023-02-01;5-10 Miles
25046;57;Caleb Long;45;Married;Male;60000,00;0;0;Partial College;Skilled Manual;1;2;2022-01-02;5-10 Miles
25047;352;Trevor Long;45;Married;Male;60000,00;0;0;Partial College;Professional;1;2;2023-12-01;5-10 Miles
25048;49;Yolanda Sharma;46;Single;Female;70000,00;0;0;Partial College;Professional;0;2;2022-01-02;0-1 Miles
25049;312;Candice Ye;46;Married;Female;70000,00;0;0;Partial College;Professional;1;2;2023-04-29;5-10 Miles
25050;312;Darryl Chen;46;Single;Male;70000,00;0;0;Partial College;Professional;1;2;2023-05-02;5-10 Miles
25051;19;Suzanne Cai;63;Single;Female;80000,00;2;0;High School;Skilled Manual;1;2;2022-09-04;5-10 Miles
25052;18;Sandra Lin;46;Single;Female;80000,00;2;0;High School;Skilled Manual;0;2;2022-09-26;1-2 Miles
25053;17;Colin Andersen;56;Married;Male;70000,00;2;0;High School;Skilled Manual;1;2;2022-09-04;5-10 Miles
25054;24;Sheila Alonso;61;Single;Female;100000,00;1;0;Bachelors;Management;0;4;2023-07-23;0-1 Miles
25055;33;Erik Navarro;61;Married;Male;100000,00;1;1;Bachelors;Management;0;1;2023-09-20;10+ Miles
25056;31;Wayne Black;61;Married;Male;100000,00;1;1;Bachelors;Management;1;1;2023-08-20;10+ Miles
25057;27;Jerome Gomez;54;Single;Male;100000,00;1;1;Bachelors;Management;0;3;2022-09-15;0-1 Miles
25058;22;Corey Raji;60;Married;Male;100000,00;1;1;Bachelors;Management;1;3;2023-10-27;2-5 Miles
25059;546;Sean Ward;46;Single;Male;70000,00;0;0;Partial College;Professional;1;2;2023-05-01;5-10 Miles
25060;312;Noah Martinez;46;Single;Male;80000,00;0;0;Bachelors;Management;0;1;2023-05-10;0-1 Miles
25061;68;Julia Hughes;44;Single;Female;50000,00;0;0;High School;Professional;0;2;2022-01-22;1-2 Miles
25062;71;Kaitlyn Young;44;Single;Female;50000,00;0;0;High School;Professional;1;2;2023-04-12;5-10 Miles
25063;609;Dylan Williams;39;Married;Male;50000,00;0;0;Partial High School;Skilled Manual;0;2;2023-12-05;1-2 Miles
25064;374;James Harris;53;Single;Male;150000,00;0;0;Bachelors;Management;0;2;2023-05-03;0-1 Miles
25065;637;Thomas Henderson;61;Married;Male;70000,00;2;0;Partial High School;Skilled Manual;1;2;2023-03-30;5-10 Miles
25066;62;Charles Robinson;62;Single;Male;70000,00;2;0;Partial High School;Skilled Manual;0;2;2024-01-26;1-2 Miles
25067;618;Melanie Butler;54;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-12-23;2-5 Miles
25068;307;Robert Shan;55;Single;Male;60000,00;4;4;Bachelors;Skilled Manual;0;2;2023-10-13;0-1 Miles
25069;612;Lori Ortega;54;Married;Female;60000,00;4;4;Bachelors;Skilled Manual;1;3;2023-06-24;10+ Miles
25070;49;Melody Alvarez;49;Married;Female;60000,00;4;4;Bachelors;Skilled Manual;1;3;2023-09-18;10+ Miles
25071;339;Natalie Brooks;55;Married;Female;60000,00;5;5;Bachelors;Skilled Manual;1;3;2024-01-12;2-5 Miles
25072;548;Alyssa Murphy;54;Single;Female;60000,00;4;2;Bachelors;Skilled Manual;0;2;2023-12-18;0-1 Miles
